optimizer,learning_rate,accuracy,run
SGD,0.040,0.6712328791618347,9
SGD,0.050,0.6575342416763306,9
SGD,0.060,0.6712328791618347,9
SGD,0.070,0.6712328791618347,9
RMSprop,0.001,0.9178082346916199,9
RMSprop,0.002,0.7534246444702148,9
RMSprop,0.003,0.8767123222351074,9
RMSprop,0.005,0.7534246444702148,9
RMSprop,0.010,0.8082191944122314,9
RMSprop,0.015,0.931506872177124,9
RMSprop,0.020,0.835616409778595,9
RMSprop,0.030,0.8630136847496033,9
RMSprop,0.040,0.7123287916183472,9
RMSprop,0.050,0.8904109597206116,9
RMSprop,0.060,0.6849315166473389,9
RMSprop,0.070,0.7397260069847107,9
Adagrad,0.001,0.6027397513389587,9
Adagrad,0.002,0.6438356041908264,9
Adagrad,0.003,0.6712328791618347,9
Adagrad,0.005,0.6575342416763306,9
Adagrad,0.010,0.6438356041908264,9
Adagrad,0.015,0.8904109597206116,9
Adagrad,0.020,0.6575342416763306,9
Adagrad,0.030,0.6712328791618347,9
Adagrad,0.040,0.6849315166473389,9
Adagrad,0.050,0.6712328791618347,9
Adagrad,0.060,0.6849315166473389,9
Adagrad,0.070,0.42465752363204956,9
Adadelta,0.001,0.42465752363204956,9
Adadelta,0.002,0.42465752363204956,9
Adadelta,0.003,0.42465752363204956,9
Adadelta,0.005,0.4383561611175537,9
Adadelta,0.010,0.45205479860305786,9
Adadelta,0.015,0.5890411138534546,9
Adadelta,0.020,0.5890411138534546,9
Adadelta,0.030,0.6438356041908264,9
Adadelta,0.040,0.6575342416763306,9
Adadelta,0.050,0.6849315166473389,9
Adadelta,0.060,0.6849315166473389,9
Adadelta,0.070,0.6712328791618347,9
AdamW,0.001,0.835616409778595,9
AdamW,0.002,0.8904109597206116,9
AdamW,0.003,0.835616409778595,9
AdamW,0.005,0.7123287916183472,9
AdamW,0.010,0.8630136847496033,9
AdamW,0.015,0.6849315166473389,9
AdamW,0.020,0.8767123222351074,9
AdamW,0.030,0.6164383292198181,9
AdamW,0.040,0.7808219194412231,9
AdamW,0.050,0.6301369667053223,9
AdamW,0.060,0.9041095972061157,9
AdamW,0.070,0.42465752363204956,9
Nadam,0.001,0.8493150472640991,9
Nadam,0.002,0.8630136847496033,9
Nadam,0.003,0.8493150472640991,9
Nadam,0.005,0.9041095972061157,9
Nadam,0.010,0.835616409778595,9
Nadam,0.015,0.7260273694992065,9
Nadam,0.020,0.9178082346916199,9
Nadam,0.030,0.7808219194412231,9
Nadam,0.040,0.8219178318977356,9
Nadam,0.050,0.7534246444702148,9
Nadam,0.060,0.7260273694992065,9
Nadam,0.070,0.7397260069847107,9
Adam,0.001,0.7260273694992065,10
Adam,0.002,0.835616409778595,10
Adam,0.003,0.835616409778595,10
Adam,0.005,0.8493150472640991,10
Adam,0.010,0.8767123222351074,10
Adam,0.015,0.8630136847496033,10
Adam,0.020,0.7397260069847107,10
Adam,0.030,0.42465752363204956,10
Adam,0.040,0.7123287916183472,10
Adam,0.050,0.6164383292198181,10
Adam,0.060,0.42465752363204956,10
Adam,0.070,0.7397260069847107,10
SGD,0.001,0.5068492889404297,10
SGD,0.002,0.42465752363204956,10
SGD,0.003,0.5890411138534546,10
SGD,0.005,0.6438356041908264,10
SGD,0.010,0.6712328791618347,10
SGD,0.015,0.6575342416763306,10
SGD,0.020,0.6575342416763306,10
SGD,0.030,0.6712328791618347,10
SGD,0.040,0.6712328791618347,10
SGD,0.050,0.6575342416763306,10
SGD,0.060,0.6712328791618347,10
SGD,0.070,0.6712328791618347,10
RMSprop,0.001,0.8904109597206116,10
RMSprop,0.002,0.835616409778595,10
RMSprop,0.003,0.8082191944122314,10
RMSprop,0.005,0.8493150472640991,10
RMSprop,0.010,0.8767123222351074,10
RMSprop,0.015,0.5616438388824463,10
RMSprop,0.020,0.8630136847496033,10
RMSprop,0.030,0.767123281955719,10
RMSprop,0.040,0.6575342416763306,10
RMSprop,0.050,0.7397260069847107,10
RMSprop,0.060,0.42465752363204956,10
RMSprop,0.070,0.42465752363204956,10
Adagrad,0.001,0.5890411138534546,10
Adagrad,0.002,0.5890411138534546,10
Adagrad,0.003,0.6575342416763306,10
Adagrad,0.005,0.6164383292198181,10
Adagrad,0.010,0.6712328791618347,10
Adagrad,0.015,0.6712328791618347,10
Adagrad,0.020,0.6438356041908264,10
Adagrad,0.030,0.6849315166473389,10
Adagrad,0.040,0.6849315166473389,10
Adagrad,0.050,0.6712328791618347,10
Adagrad,0.060,0.8767123222351074,10
Adagrad,0.070,0.8630136847496033,10
Adadelta,0.001,0.42465752363204956,10
Adadelta,0.002,0.42465752363204956,10
Adadelta,0.003,0.42465752363204956,10
Adadelta,0.005,0.42465752363204956,10
Adadelta,0.010,0.42465752363204956,10
Adadelta,0.015,0.6027397513389587,10
Adadelta,0.020,0.5753424763679504,10
Adadelta,0.030,0.6164383292198181,10
Adadelta,0.040,0.6712328791618347,10
Adadelta,0.050,0.6849315166473389,10
Adadelta,0.060,0.6712328791618347,10
Adadelta,0.070,0.6712328791618347,10
AdamW,0.001,0.767123281955719,10
AdamW,0.002,0.835616409778595,10
AdamW,0.003,0.8493150472640991,10
AdamW,0.005,0.9452054500579834,10
AdamW,0.010,0.7945205569267273,10
AdamW,0.015,0.8493150472640991,10
AdamW,0.020,0.7123287916183472,10
AdamW,0.030,0.7397260069847107,10
AdamW,0.040,0.835616409778595,10
AdamW,0.050,0.7534246444702148,10
AdamW,0.060,0.7123287916183472,10
AdamW,0.070,0.698630154132843,10
Nadam,0.001,0.698630154132843,10
Nadam,0.002,0.8493150472640991,10
Nadam,0.003,0.8767123222351074,10
Nadam,0.005,0.8630136847496033,10
Nadam,0.010,0.7945205569267273,10
Nadam,0.015,0.8493150472640991,10
Nadam,0.020,0.6849315166473389,10
Nadam,0.030,0.8082191944122314,10
Nadam,0.040,0.7534246444702148,10
Nadam,0.050,0.6575342416763306,10
Nadam,0.060,0.42465752363204956,10
Nadam,0.070,0.7397260069847107,10
